Color 0xFF0000
48.8928 2.34257
48.8927 2.34327
48.8921 2.34302
48.8912 2.34266
48.8913 2.3422
48.8913 2.34196
48.8923 2.34235
48.8928 2.34257
48.8927 2.34327
48.8926 2.34378
48.8927 2.34381
48.8933 2.34282
48.8943 2.34143
48.8949 2.34177
48.8951 2.34231
48.8952 2.34191
48.8958 2.3415
48.8958 2.34323
48.8958 2.34339
48.8958 2.34581
48.8957 2.3459
48.8956 2.34602
48.8956 2.34633
48.8954 2.34648
48.8953 2.34657
48.8948 2.34632
48.895 2.34572
48.8956 2.34602
48.8956 2.34633
48.896 2.346
48.8958 2.34581
48.8957 2.3459
48.8946 2.34439
48.8936 2.34302
48.8933 2.34282
48.8943 2.34143
48.8948 2.34075
48.8946 2.34065
48.8934 2.3403
48.8931 2.34021
48.8934 2.33825
48.8935 2.33734
48.8934 2.33825
48.8935 2.33734
48.8934 2.33825
48.8937 2.33891
48.8946 2.34065
48.8948 2.34075
48.8955 2.33989
48.8958 2.33954
48.8958 2.34138
48.8958 2.33954
48.8956 2.3389
48.8958 2.33954
48.8956 2.3389
48.8958 2.33954
48.8964 2.33888
48.8967 2.33854
48.8953 2.33758
48.8967 2.33854
48.8967 2.33849
48.8972 2.34229
48.8978 2.34266
48.8979 2.34445
48.8981 2.34424
48.8993 2.34414
48.8995 2.34413
48.9007 2.34412
48.9007 2.34425
48.9012 2.34426
48.9012 2.34401
48.9012 2.34334
48.9012 2.34002
48.9011 2.33518
48.9011 2.33501
48.9005 2.33544
48.8992 2.33624
48.8991 2.33477
48.9005 2.33468
48.9005 2.33544
48.9011 2.33518
48.9012 2.33515
48.9013 2.33505
48.9012 2.33494
48.9012 2.33496
48.9011 2.33501
48.901 2.33164
48.901 2.33121
48.901 2.33015
48.9005 2.32966
48.9002 2.32959
48.8998 2.3295
48.8991 2.32931
48.899 2.32915
48.899 2.32946
48.8991 2.32971
48.8991 2.32931
48.899 2.32946
48.8977 2.32902
48.8977 2.32859
48.8975 2.32648
48.8975 2.32642
48.8975 2.32559
48.8975 2.32444
48.8975 2.32414
48.8974 2.32417
48.8973 2.32419
48.8967 2.32369
48.896 2.32307
48.8959 2.32301
48.8959 2.3237
48.8958 2.3245
48.8963 2.32492
48.8965 2.32511
48.8973 2.32435
48.8973 2.32419
48.8967 2.32369
48.896 2.32307
48.8959 2.32301
48.8945 2.32189
48.8943 2.32253
48.8937 2.32214
48.894 2.32144
48.8941 2.32091
48.8942 2.32062
48.8945 2.31982
48.8946 2.31932
48.8948 2.31848
48.895 2.31847
48.8952 2.31844
48.8958 2.32184
48.8953 2.32148
48.8953 2.32049
48.8951 2.32129
48.8953 2.32148
48.8951 2.32129
48.8942 2.32062
48.8916 2.31849
48.8913 2.31905
48.8915 2.32032
48.8917 2.32121
48.8936 2.32268
48.8937 2.32214
48.8915 2.32032
48.8909 2.31973
48.8906 2.32018
48.8899 2.31926
48.8895 2.31867
48.8889 2.31795
48.8884 2.31726
48.8878 2.31836
48.8873 2.3179
48.8871 2.31767
48.8869 2.31729
48.8867 2.31702
48.8862 2.31773
48.885 2.319
48.8845 2.31949
48.8836 2.32038
48.8823 2.32098
48.8822 2.32035
48.8821 2.31964
48.8819 2.31888
48.8819 2.31874
48.8817 2.31774
48.8814 2.31642
48.8812 2.31658
48.8816 2.31883
48.882 2.3205
48.8822 2.32035
48.8833 2.31926
48.8836 2.32038
48.8838 2.32118
48.8838 2.32147
48.884 2.32242
48.8845 2.32153
48.885 2.32076
48.8857 2.32164
48.8848 2.32279
48.8842 2.3235
48.884 2.32242
Color 0x11FF00
48.8778 2.32695
48.8781 2.33012
48.879 2.32959
48.8787 2.32698
48.8778 2.32695
48.8777 2.32616
48.8772 2.32692
48.8771 2.32692
48.8756 2.3266
48.8748 2.32677
48.8742 2.32692
48.8738 2.32687
48.8732 2.32682
48.8737 2.32718
48.873 2.32829
48.8736 2.32835
48.8737 2.32718
48.8738 2.32687
48.8739 2.32579
48.8742 2.32579
48.8747 2.32502
48.875 2.32458
48.8753 2.32428
48.8756 2.3239
48.8754 2.32388
48.8752 2.32383
48.8742 2.32394
48.8744 2.32273
48.8746 2.32036
48.8749 2.32048
48.8751 2.32295
48.8752 2.32383
48.8753 2.32428
48.8756 2.3266
48.8748 2.32677
48.8742 2.32692
48.8737 2.32718
48.8738 2.32687
48.8739 2.32579
48.8742 2.32579
48.8742 2.32692
48.8737 2.32718
48.873 2.32829
48.873 2.32904
48.8734 2.32954
48.8736 2.32835
48.8737 2.32718
48.873 2.32829
48.8722 2.32987
48.8719 2.33041
48.8716 2.33052
48.8717 2.33072
48.8719 2.33066
48.8718 2.33058
48.8717 2.33072
48.8711 2.33186
48.8712 2.33235
48.872 2.33275
48.8722 2.33283
48.8721 2.33297
48.872 2.33275
48.8723 2.33261
48.8724 2.3329
48.873 2.33329
48.8716 2.33387
48.8712 2.33406
48.871 2.33414
48.8711 2.33465
48.8711 2.3348
48.8702 2.33481
48.8699 2.33481
48.8697 2.33581
48.8697 2.33595
48.8695 2.33677
48.8693 2.33788
48.8695 2.33883
48.8692 2.33869
48.8689 2.33854
48.8689 2.34009
48.8694 2.34034
48.8698 2.34059
48.8699 2.34065
48.87 2.34117
48.8704 2.34127
48.8702 2.34262
48.8697 2.34238
48.8695 2.3423
48.8698 2.34083
48.8698 2.34059
48.8699 2.34065
48.8704 2.34089
48.8705 2.33936
48.8708 2.33799
48.8708 2.33799
48.8707 2.33793
48.8706 2.33792
48.8703 2.33724
48.8704 2.33688
48.8715 2.33698
48.8715 2.33711
48.8724 2.33742
48.8726 2.33577
48.8726 2.33571
48.8729 2.33536
48.8736 2.33532
48.8739 2.33629
48.873 2.33766
48.8734 2.33781
48.8742 2.33807
48.8744 2.33817
48.8751 2.33844
48.8759 2.33875
48.8759 2.33905
48.8767 2.33934
48.8768 2.33922
48.8779 2.33802
48.8783 2.33762
48.8785 2.33748
48.8783 2.33753
48.8777 2.33736
48.8783 2.33567
48.8787 2.33453
48.8793 2.33479
48.8789 2.33678
48.879 2.33685
48.8791 2.3369
48.8779 2.33802
48.8783 2.33762
48.8785 2.33748
48.8788 2.33703
48.879 2.33685
48.8802 2.33532
48.8804 2.33505
48.8809 2.33573
48.8812 2.33613
48.882 2.33719
48.8809 2.33776
48.8812 2.33613
48.8819 2.33433
48.882 2.33437
48.883 2.33484
48.8823 2.33696
48.8821 2.33697
48.882 2.33719
48.8822 2.33769
48.8819 2.33967
48.8822 2.33964
48.8824 2.33792
48.8826 2.33723
48.8837 2.33796
48.8835 2.33879
48.8824 2.33792
48.8826 2.33723
48.8823 2.33696
48.8822 2.33769
48.8824 2.33792
48.8826 2.33723
48.8827 2.3369
48.8829 2.33618
48.8831 2.33541
48.8834 2.33439
48.8839 2.33279
48.8842 2.33392
48.8834 2.33439
48.8839 2.33279
48.884 2.33234
48.8838 2.33223
48.8837 2.33225
48.8836 2.33241
48.8836 2.33257
48.8836 2.3326
48.883 2.33484
48.8823 2.33696
48.8821 2.33697
48.882 2.33437
48.883 2.33484
48.8823 2.33696
48.8822 2.33769
48.8824 2.33792
48.8826 2.33723
48.8827 2.3369
48.8829 2.33618
48.8831 2.33541
48.8834 2.33439
48.8839 2.33279
48.8847 2.3336
48.8842 2.33392
48.8834 2.33439
48.8839 2.33279
48.8842 2.33392
48.8834 2.33439
48.8839 2.33279
48.8842 2.33392
48.8834 2.33439
48.8839 2.33279
48.8842 2.33392
48.8834 2.33439
48.8839 2.33279
48.8847 2.3336
48.8842 2.33392
48.8834 2.33439
48.8839 2.33279
48.8847 2.3336
48.8842 2.33392
48.8834 2.33439
48.8839 2.33279
48.8842 2.33392
48.8834 2.33439
48.8839 2.33279
48.8847 2.3336
48.8848 2.33373
48.8852 2.33287
48.8855 2.3332
48.8851 2.33402
48.8851 2.33405
48.8854 2.33434
48.8851 2.33503
48.8849 2.33571
48.8844 2.33696
48.8829 2.33618
48.8831 2.33541
48.8834 2.33439
48.8839 2.33279
48.8847 2.3336
48.8842 2.33392
48.8834 2.33439
48.8839 2.33279
48.8847 2.3336
48.8848 2.33373
48.8852 2.33287
48.8855 2.3332
48.8851 2.33402
48.8851 2.33405
48.8854 2.33434
48.8851 2.33503
48.8856 2.33546
48.8855 2.33583
48.8854 2.33612
48.8849 2.33571
48.8844 2.33696
48.8829 2.33618
48.8831 2.33541
48.8834 2.33439
48.8839 2.33279
48.8842 2.33392
48.8834 2.33439
48.8839 2.33279
48.8842 2.33392
48.8834 2.33439
48.8839 2.33279
48.8847 2.3336
48.8848 2.33373
48.8851 2.33402
48.8851 2.33405
48.8854 2.33434
48.8851 2.33503
48.8849 2.33571
48.8844 2.33696
48.8829 2.33618
48.8831 2.33541
48.8834 2.33439
48.8839 2.33279
48.8847 2.3336
48.8842 2.33392
48.8834 2.33439
48.8839 2.33279
48.8847 2.3336
48.8848 2.33373
48.8851 2.33402
48.8851 2.33405
48.8854 2.33434
48.8858 2.33479
48.8862 2.33427
48.8871 2.3339
48.8866 2.33558
48.8858 2.33499
48.8856 2.33546
48.8855 2.33583
48.8862 2.33633
48.8866 2.33558
48.8858 2.33499
48.8856 2.33546
48.8855 2.33583
48.8862 2.33633
48.8866 2.33558
48.8871 2.3339
48.8874 2.33412
48.8875 2.33525
48.8873 2.33722
48.8876 2.33749
48.8885 2.3355
48.8887 2.33556
48.8889 2.33579
48.8893 2.33702
48.8889 2.33579
48.8893 2.33702
48.8896 2.337
48.8896 2.33849
48.8897 2.33975
48.8896 2.33849
48.8896 2.337
48.8895 2.33573
48.8875 2.33336
48.8866 2.33259
48.8879 2.33273
48.8886 2.33187
48.8866 2.33259
48.8862 2.33383
48.8855 2.3332
48.8851 2.33402
48.8851 2.33405
48.8854 2.33434
48.8858 2.33479
48.8858 2.33499
48.8856 2.33546
48.8855 2.33583
48.8854 2.33612
48.885 2.33721
48.8849 2.33744
48.8851 2.33756
48.886 2.33677
48.8862 2.33633
48.8866 2.33558
48.8871 2.3339
48.8874 2.33412
48.8875 2.33525
48.8873 2.33722
48.8873 2.33731
48.8868 2.33855
48.887 2.33947
48.887 2.33967
48.8871 2.33968
48.8878 2.33975
48.8885 2.33828
48.8886 2.33805
48.8884 2.33801
48.8876 2.33749
48.887 2.33947
48.8863 2.33882
48.8863 2.33885
48.8863 2.33836
48.8862 2.338
48.8861 2.33797
48.8861 2.33812
48.8859 2.33856
48.8854 2.34057
48.885 2.34183
48.8841 2.34152
48.884 2.34145
48.885 2.34047
48.8856 2.33849
48.8857 2.33799
48.8857 2.33783
48.8861 2.33812
48.8859 2.33856
48.8854 2.34057
48.885 2.34183
48.8841 2.34152
48.884 2.34145
48.885 2.34047
48.8856 2.33849
48.8859 2.33856
48.8854 2.34057
48.885 2.34183
48.8841 2.34152
48.884 2.34145
48.885 2.34047
48.8856 2.33849
48.8857 2.33799
48.8851 2.33756
48.8849 2.33744
48.8847 2.33786
48.8845 2.33808
48.8841 2.33866
48.8839 2.33912
48.8835 2.33879
48.8824 2.33792
48.8826 2.33723
48.8823 2.33696
48.8822 2.33769
48.8824 2.33792
48.8826 2.33723
48.8823 2.33696
48.8822 2.33769
48.8819 2.33967
48.8815 2.33984
48.8807 2.34024
48.8808 2.3407
48.8811 2.34253
48.8812 2.3425
48.8809 2.34074
48.8811 2.34086
48.8813 2.34095
48.8818 2.34125
48.8821 2.34112
48.8823 2.34198
48.8827 2.344
48.8828 2.34453
48.8832 2.34676
48.8833 2.34711
48.8836 2.347
48.8838 2.34702
48.8842 2.34595
48.8844 2.34483
48.8844 2.34414
48.8844 2.34403
48.8844 2.3433
48.8843 2.34253
48.8841 2.34152
48.884 2.34145
48.885 2.34047
48.8856 2.33849
48.8857 2.33799
48.8851 2.33756
48.8857 2.33799
48.8851 2.33756
48.8849 2.33744
48.8851 2.33756
48.886 2.33677
48.8862 2.33633
48.8866 2.33558
48.8858 2.33499
48.8856 2.33546
48.8855 2.33583
48.8862 2.33633
48.8866 2.33558
48.8871 2.3339
48.8874 2.33412
48.8875 2.33525
48.8873 2.33722
48.8873 2.33731
48.8868 2.33855
48.8863 2.33882
48.887 2.33947
48.8863 2.33882
48.887 2.33947
48.887 2.33967
48.887 2.33992
48.8865 2.33963
48.8863 2.3405
48.8862 2.34047
48.8865 2.33963
48.8862 2.34048
48.8863 2.3405
48.8864 2.34052
48.8866 2.34109
48.8867 2.34112
48.8867 2.34063
48.8867 2.3407
48.8864 2.3406
48.8864 2.34052
48.8867 2.34063
48.8867 2.3407
48.8867 2.34103
48.8864 2.3406
48.8867 2.3407
48.8864 2.3406
48.8864 2.34052
48.8863 2.3405
48.8862 2.34047
48.8862 2.34048
48.8863 2.3405
48.8862 2.34047
48.8862 2.34048
48.8865 2.33963
48.8862 2.34047
48.8865 2.33963
48.887 2.33992
48.8869 2.34022
48.8867 2.34063
48.8864 2.34052
48.8867 2.34063
48.8864 2.34052
48.8867 2.34063
48.8867 2.34112
48.8866 2.34111
48.8867 2.34139
48.8869 2.34132
48.8871 2.34141
48.8876 2.34152
48.8878 2.33975
48.8885 2.33982
48.889 2.33819
48.8896 2.33849
48.8897 2.33975
48.8896 2.33849
48.8896 2.337
48.8896 2.33849
48.8897 2.33975
48.8896 2.33849
48.8897 2.33975
48.8897 2.34017
48.8897 2.34048
48.8896 2.34048
48.8895 2.34066
48.8893 2.34179
48.8892 2.34249
48.8889 2.34384
48.8889 2.34373
48.8883 2.34203
48.8883 2.34185
48.8885 2.33982
48.889 2.33819
48.8896 2.33849
48.8896 2.337
48.8895 2.33573
48.8875 2.33336
48.8866 2.33259
48.8853 2.33062
48.8848 2.32975
48.8847 2.32945
48.8837 2.32759
48.8836 2.32736
48.8845 2.32695
48.8849 2.32678
48.8858 2.32636
48.8863 2.32612
48.8866 2.32599
48.8868 2.32592
48.8875 2.32559
48.888 2.32576
48.8883 2.32586
48.8885 2.32592
48.8887 2.32461
48.8891 2.32372
48.8908 2.32599
48.8906 2.32661
48.8907 2.32665
48.8913 2.32687
48.8916 2.32697
48.893 2.32746
48.8924 2.32477
48.8935 2.32536
48.8939 2.32564
48.8951 2.32632
48.8947 2.32754
48.8942 2.32705
48.8941 2.32734
48.894 2.32781
48.8949 2.32812
48.8952 2.32822
48.8954 2.32829
48.8956 2.32833
48.8957 2.3284
48.8958 2.32672
48.8965 2.32511
48.8972 2.32587
48.8966 2.32716
48.8958 2.32672
48.8956 2.32661
48.8955 2.32653
48.8951 2.32632
48.8939 2.32564
48.8935 2.32536
48.8935 2.32389
48.8935 2.32341
48.8936 2.32268
48.8953 2.32408
48.8958 2.3245
48.8956 2.32661
48.8956 2.32833
48.8957 2.32981
48.8958 2.33099
48.8957 2.33109
48.8943 2.32992
48.8935 2.32943
Color 0x1100FF
48.8778 2.32695
48.8772 2.32692
48.8771 2.32692
48.8756 2.3266
48.8748 2.32677
48.8742 2.32692
48.8737 2.32718
48.873 2.32829
48.873 2.32904
48.8728 2.33109
48.8729 2.33158
48.8732 2.33163
48.8732 2.33115
48.8743 2.33131
48.8743 2.33272
48.8743 2.33387
48.8743 2.33425
48.8743 2.33445
48.8742 2.33529
48.8752 2.3352
48.8762 2.33533
48.876 2.33713
48.8751 2.33715
48.8752 2.3352
48.8753 2.3323
48.875 2.33141
48.8747 2.33029
48.8747 2.32864
48.8748 2.32844
48.8746 2.32843
48.8747 2.32864
48.8747 2.32843
48.8748 2.32844
48.8758 2.32852
48.8761 2.33109
48.8762 2.33186
48.8763 2.33249
48.8767 2.33232
48.8771 2.33223
48.8778 2.33194
48.8777 2.33152
48.8776 2.33094
48.8775 2.33048
48.8781 2.33012
48.879 2.32959
48.8797 2.3292
48.8799 2.32912
48.8805 2.32881
48.8804 2.32705
48.8805 2.32881
48.8809 2.32863
48.8813 2.32846
48.8818 2.32823
48.8821 2.32873
48.8822 2.32886
48.8822 2.32868
48.8823 2.32897
48.8821 2.32903
48.8821 2.32873
48.8822 2.32868
48.8824 2.32795
48.8827 2.32779
48.883 2.32933
48.8829 2.32982
48.8833 2.33043
48.8834 2.33014
48.8835 2.32989
48.8839 2.32855
48.8844 2.32945
48.8846 2.32965
48.8848 2.32975
48.8847 2.32945
48.8854 2.32929
48.8854 2.32927
48.8858 2.32883
48.8863 2.32819
48.8867 2.32773
48.8858 2.32636
48.8852 2.32542
48.8852 2.32534
48.8835 2.32683
48.8833 2.3258
48.8832 2.32533
48.883 2.32415
48.8828 2.32325
48.8826 2.32336
48.8809 2.32454
48.881 2.32471
48.882 2.32445
48.8828 2.32426
48.883 2.32544
48.8833 2.32681
48.8823 2.32606
48.8807 2.32474
48.8799 2.32413
48.8792 2.3235
48.8799 2.32413
48.8792 2.3235
48.8799 2.32413
48.8792 2.3235
48.8791 2.32313
48.8795 2.32186
48.88 2.32158
48.8805 2.32133
48.8809 2.32109
48.882 2.3205
48.8821 2.32118
48.8822 2.32173
48.882 2.32222
48.8807 2.32474
48.8799 2.32413
48.8792 2.3235
48.8799 2.32413
48.8807 2.32474
48.881 2.32471
48.882 2.32445
48.8828 2.32426
48.883 2.32415
48.883 2.32406
48.8836 2.32389
48.8838 2.32497
48.8832 2.32533
48.883 2.32544
48.8832 2.32533
48.883 2.32544
48.8832 2.32533
48.883 2.32544
48.8832 2.32533
48.883 2.32544
48.8832 2.32533
48.883 2.32415
48.883 2.32406
48.8835 2.32331
48.8836 2.32389
48.8838 2.32497
48.8832 2.32533
48.883 2.32544
48.8832 2.32533
48.883 2.32544
48.8832 2.32533
48.883 2.32544
48.8832 2.32533
48.883 2.32415
48.883 2.32406
48.883 2.32415
48.8828 2.32426
48.883 2.32544
48.8833 2.32681
48.8833 2.32718
48.8834 2.3275
48.8834 2.3277
48.8839 2.32855
48.8844 2.32945
48.8841 2.33082
48.8838 2.33223
48.8837 2.33225
48.8836 2.33241
48.8828 2.33207
48.8822 2.33181
48.8815 2.33162
48.8821 2.32903
48.8822 2.32886
48.8823 2.32897
48.8829 2.32982
48.8822 2.33181
48.8815 2.33162
48.8812 2.33156
48.8806 2.33145
48.8804 2.33309
48.8808 2.33326
48.8809 2.33286
48.8812 2.33156
48.8806 2.33145
48.8801 2.33141
48.8801 2.33142
48.8797 2.33284
48.8795 2.33378
48.8804 2.33505
48.882 2.33383
48.8822 2.3337
48.8822 2.33364
48.8822 2.33345
48.8828 2.33207
48.8833 2.33043
48.8837 2.33225
48.8836 2.33241
48.8836 2.33257
48.8836 2.3326
48.8839 2.33279
48.8847 2.3336
48.8848 2.33373
48.8851 2.33402
48.8851 2.33405
48.8854 2.33434
48.8858 2.33479
48.8861 2.33416
48.8858 2.33479
48.8858 2.33499
48.8856 2.33546
48.8855 2.33583
48.8862 2.33633
48.8866 2.33558
48.8858 2.33499
48.8856 2.33546
48.8855 2.33583
48.8854 2.33612
48.8849 2.33571
48.8844 2.33696
48.8829 2.33618
48.8831 2.33541
48.8834 2.33439
48.8839 2.33279
48.8847 2.3336
48.8842 2.33392
48.8834 2.33439
48.8839 2.33279
48.8847 2.3336
48.8842 2.33392
48.8834 2.33439
48.8839 2.33279
48.884 2.33234
48.8844 2.33054
48.8846 2.32965
48.8847 2.32945
48.8854 2.32929
48.8854 2.32927
48.8858 2.32883
48.8863 2.32819
48.8867 2.32773
48.8858 2.32636
48.8852 2.32542
48.8852 2.32534
48.8849 2.32501
48.8848 2.32476
48.8846 2.32449
48.8838 2.32497
48.8832 2.32533
48.883 2.32544
48.8833 2.32681
48.8823 2.32606
48.8833 2.32681
48.8833 2.32718
48.8834 2.3275
48.8834 2.3277
48.8837 2.32759
48.8836 2.32736
48.8836 2.32719
48.8835 2.32683
48.8833 2.32681
48.8833 2.32718
48.8813 2.32708
48.8808 2.32706
48.8804 2.32705
48.8805 2.32881
48.8809 2.32863
48.8813 2.32846
48.8818 2.32823
48.8824 2.32795
48.8827 2.32779
48.8834 2.3275
48.8834 2.3277
48.8839 2.32855
48.8844 2.32945
48.8846 2.32965
48.8848 2.32975
48.8853 2.33062
48.8848 2.32975
48.8847 2.32945
48.8837 2.32759
48.8836 2.32736
48.8836 2.32719
48.8833 2.32718
48.8813 2.32708
48.8808 2.32706
48.8804 2.32705
48.8805 2.32881
48.8809 2.32863
48.8813 2.32846
48.8818 2.32823
48.8824 2.32795
48.8827 2.32779
48.883 2.32933
48.8829 2.32982
48.8822 2.33181
48.8815 2.33162
48.8821 2.32903
48.8821 2.32873
48.8821 2.32903
48.8822 2.32886
48.8822 2.32868
48.8821 2.32873
48.8822 2.32868
48.8821 2.32873
48.8822 2.32886
48.8823 2.32897
48.8829 2.32982
48.8822 2.33181
48.8815 2.33162
48.8821 2.32903
48.8823 2.32897
48.8821 2.32903
48.8821 2.32873
48.8822 2.32886
48.8823 2.32897
